 tracl=167	 tracr=167	  fldr=3	 tracf=21	   cdp=25	  trid=1	offset=-475	scalel=1	    sx=100	    gx=-375	    ns=251	    dt=8000	

 tracl=168	 tracr=168	  fldr=2	 tracf=23	   cdp=25	  trid=1	offset=-375	scalel=1	    sx=50	    gx=-325	    ns=251	    dt=8000	

 tracl=169	 tracr=169	  fldr=1	 tracf=25	   cdp=25	  trid=1	offset=-275	scalel=1	    sx=0	    gx=-275	    ns=251	    dt=8000	

 tracl=170	 tracr=170	  fldr=13	 tracf=2	   cdp=26	  trid=1	offset=-1425	scalel=1	    sx=600	    gx=-825	    ns=251	    dt=8000	

 tracl=171	 tracr=171	  fldr=12	 tracf=4	   cdp=26	  trid=1	offset=-1325	scalel=1	    sx=550	    gx=-775	    ns=251	    dt=8000	

 tracl=172	 tracr=172	  fldr=11	 tracf=6	   cdp=26	  trid=1	offset=-1225	scalel=1	    sx=500	    gx=-725	    ns=251	    dt=8000	

